krok,proc_chorych
0.0,0.047
1.0,0.041
2.0,0.04
3.0,0.037
4.0,0.033
5.0,0.037
6.0,0.039
7.0,0.039
8.0,0.033
9.0,0.029
10.0,0.028
11.0,0.022
12.0,0.02
13.0,0.016
14.0,0.016
15.0,0.017
16.0,0.015
17.0,0.012
18.0,0.009
19.0,0.006
20.0,0.007
21.0,0.006
22.0,0.007
23.0,0.006
24.0,0.006
25.0,0.006
26.0,0.008
27.0,0.009
28.0,0.009
29.0,0.008
30.0,0.006
31.0,0.005
32.0,0.006
33.0,0.005
34.0,0.006
35.0,0.005
36.0,0.003
37.0,0.002
38.0,0.002
39.0,0.002
40.0,0.002
41.0,0.002
42.0,0.001
43.0,0.001
44.0,0.001
45.0,0.0
46.0,0.0
47.0,0.0
48.0,0.0
49.0,0.0
50.0,0.0
51.0,0.0
52.0,0.0
53.0,0.0
54.0,0.0
55.0,0.0
56.0,0.0
57.0,0.0
58.0,0.0
59.0,0.0
60.0,0.0
61.0,0.0
62.0,0.0
63.0,0.0
64.0,0.0
65.0,0.0
66.0,0.0
67.0,0.0
68.0,0.0
69.0,0.0
70.0,0.0
71.0,0.0
72.0,0.0
73.0,0.0
74.0,0.0
75.0,0.0
76.0,0.0
77.0,0.0
78.0,0.0
79.0,0.0
80.0,0.0
81.0,0.0
82.0,0.0
83.0,0.0
84.0,0.0
85.0,0.0
86.0,0.0
87.0,0.0
88.0,0.0
89.0,0.0
90.0,0.0
91.0,0.0
92.0,0.0
93.0,0.0
94.0,0.0
95.0,0.0
96.0,0.0
97.0,0.0
98.0,0.0
99.0,0.0
100.0,0.0
