krok,proc_chorych
0.0,0.055
1.0,0.089
2.0,0.169
3.0,0.241
4.0,0.295
5.0,0.354
6.0,0.391
7.0,0.428
8.0,0.456
9.0,0.511
10.0,0.516
11.0,0.513
12.0,0.52
13.0,0.54
14.0,0.551
15.0,0.545
16.0,0.538
17.0,0.566
18.0,0.571
19.0,0.554
20.0,0.546
21.0,0.566
22.0,0.561
23.0,0.573
24.0,0.563
25.0,0.55
26.0,0.557
27.0,0.543
28.0,0.563
29.0,0.595
30.0,0.574
31.0,0.549
32.0,0.559
33.0,0.541
34.0,0.57
35.0,0.578
36.0,0.554
37.0,0.555
38.0,0.544
39.0,0.541
40.0,0.558
41.0,0.541
42.0,0.548
43.0,0.544
44.0,0.539
45.0,0.565
46.0,0.543
47.0,0.551
48.0,0.526
49.0,0.537
50.0,0.544
51.0,0.54
52.0,0.544
53.0,0.566
54.0,0.549
55.0,0.559
56.0,0.55
57.0,0.556
58.0,0.518
59.0,0.523
60.0,0.53
61.0,0.523
62.0,0.533
63.0,0.55
64.0,0.556
65.0,0.534
66.0,0.523
67.0,0.526
68.0,0.549
69.0,0.543
70.0,0.519
71.0,0.519
72.0,0.542
73.0,0.569
74.0,0.548
75.0,0.546
76.0,0.545
77.0,0.562
78.0,0.538
79.0,0.589
80.0,0.564
81.0,0.555
82.0,0.558
83.0,0.573
84.0,0.577
85.0,0.563
86.0,0.558
87.0,0.555
88.0,0.553
89.0,0.565
90.0,0.585
91.0,0.591
92.0,0.591
93.0,0.589
94.0,0.592
95.0,0.554
96.0,0.549
97.0,0.552
98.0,0.551
99.0,0.577
100.0,0.584
