krok,proc_chorych
0.0,0.056
1.0,0.102
2.0,0.185
3.0,0.294
4.0,0.409
5.0,0.497
6.0,0.584
7.0,0.619
8.0,0.676
9.0,0.708
10.0,0.707
11.0,0.693
12.0,0.708
13.0,0.716
14.0,0.718
15.0,0.694
16.0,0.699
17.0,0.684
18.0,0.7
19.0,0.705
20.0,0.696
21.0,0.712
22.0,0.722
23.0,0.712
24.0,0.712
25.0,0.714
26.0,0.723
27.0,0.728
28.0,0.716
29.0,0.73
30.0,0.731
31.0,0.72
32.0,0.731
33.0,0.74
34.0,0.707
35.0,0.732
36.0,0.724
37.0,0.728
38.0,0.725
39.0,0.747
40.0,0.734
41.0,0.729
42.0,0.739
43.0,0.724
44.0,0.74
45.0,0.72
46.0,0.712
47.0,0.706
48.0,0.706
49.0,0.709
50.0,0.725
51.0,0.71
52.0,0.728
53.0,0.729
54.0,0.731
55.0,0.713
56.0,0.715
57.0,0.721
58.0,0.731
59.0,0.719
60.0,0.715
61.0,0.733
62.0,0.701
63.0,0.692
64.0,0.71
65.0,0.714
66.0,0.725
67.0,0.737
68.0,0.743
69.0,0.736
70.0,0.741
71.0,0.751
72.0,0.732
73.0,0.721
74.0,0.745
75.0,0.733
76.0,0.749
77.0,0.724
78.0,0.715
79.0,0.707
80.0,0.715
81.0,0.715
82.0,0.704
83.0,0.716
84.0,0.713
85.0,0.716
86.0,0.717
87.0,0.721
88.0,0.721
89.0,0.74
90.0,0.7
91.0,0.725
92.0,0.722
93.0,0.71
94.0,0.721
95.0,0.711
96.0,0.699
97.0,0.729
98.0,0.736
99.0,0.717
100.0,0.73
