"","krok","proc_chorych"
"1",0,0.051
"2",1,0.261
"3",2,0.391
"4",3,0.482
"5",4,0.514
"6",5,0.523
"7",6,0.549
"8",7,0.535
"9",8,0.524
"10",9,0.53
"11",10,0.54
"12",11,0.558
"13",12,0.565
"14",13,0.545
"15",14,0.567
"16",15,0.557
"17",16,0.551
"18",17,0.539
"19",18,0.543
"20",19,0.554
"21",20,0.541
"22",21,0.536
"23",22,0.545
"24",23,0.541
"25",24,0.54
"26",25,0.564
"27",26,0.578
"28",27,0.585
"29",28,0.55
"30",29,0.548
"31",30,0.556
"32",31,0.573
"33",32,0.547
"34",33,0.538
"35",34,0.568
"36",35,0.575
"37",36,0.546
"38",37,0.54
"39",38,0.519
"40",39,0.523
"41",40,0.544
"42",41,0.546
"43",42,0.556
"44",43,0.558
"45",44,0.549
"46",45,0.528
"47",46,0.549
"48",47,0.556
"49",48,0.537
"50",49,0.553
"51",50,0.537
"52",51,0.557
"53",52,0.553
"54",53,0.536
"55",54,0.528
"56",55,0.537
"57",56,0.538
"58",57,0.549
"59",58,0.556
"60",59,0.566
"61",60,0.57
"62",61,0.574
"63",62,0.551
"64",63,0.565
"65",64,0.564
"66",65,0.541
"67",66,0.526
"68",67,0.536
"69",68,0.533
"70",69,0.549
"71",70,0.547
"72",71,0.545
"73",72,0.559
"74",73,0.562
"75",74,0.551
"76",75,0.532
"77",76,0.541
"78",77,0.539
"79",78,0.535
"80",79,0.528
"81",80,0.535
"82",81,0.527
"83",82,0.537
"84",83,0.545
"85",84,0.548
"86",85,0.55
"87",86,0.544
"88",87,0.541
"89",88,0.537
"90",89,0.557
"91",90,0.526
"92",91,0.53
"93",92,0.542
"94",93,0.532
"95",94,0.535
"96",95,0.54
"97",96,0.549
"98",97,0.551
"99",98,0.54
"100",99,0.539
"101",100,0.537
