"","krok","proc_chorych"
"1",0,0.05
"2",1,0.014
"3",2,0.015
"4",3,0.014
"5",4,0.01
"6",5,0.019
"7",6,0.012
"8",7,0.011
"9",8,0.01
"10",9,0.011
"11",10,0.013
"12",11,0.01
"13",12,0.014
"14",13,0.012
"15",14,0.008
"16",15,0.015
"17",16,0.01
"18",17,0.011
"19",18,0.011
"20",19,0.014
"21",20,0.011
"22",21,0.009
"23",22,0.007
"24",23,0.014
"25",24,0.006
"26",25,0.012
"27",26,0.017
"28",27,0.011
"29",28,0.015
"30",29,0.014
"31",30,0.013
"32",31,0.016
"33",32,0.012
"34",33,0.015
"35",34,0.011
"36",35,0.014
"37",36,0.01
"38",37,0.009
"39",38,0.013
"40",39,0.009
"41",40,0.009
"42",41,0.008
"43",42,0.005
"44",43,0.01
"45",44,0.016
"46",45,0.013
"47",46,0.016
"48",47,0.012
"49",48,0.006
"50",49,0.013
"51",50,0.008
"52",51,0.009
"53",52,0.004
"54",53,0.013
"55",54,0.015
"56",55,0.01
"57",56,0.008
"58",57,0.015
"59",58,0.017
"60",59,0.013
"61",60,0.004
"62",61,0.018
"63",62,0.015
"64",63,0.012
"65",64,0.007
"66",65,0.009
"67",66,0.011
"68",67,0.012
"69",68,0.013
"70",69,0.009
"71",70,0.009
"72",71,0.013
"73",72,0.009
"74",73,0.012
"75",74,0.012
"76",75,0.012
"77",76,0.018
"78",77,0.015
"79",78,0.011
"80",79,0.008
"81",80,0.009
"82",81,0.013
"83",82,0.01
"84",83,0.017
"85",84,0.011
"86",85,0.016
"87",86,0.012
"88",87,0.009
"89",88,0.012
"90",89,0.008
"91",90,0.018
"92",91,0.006
"93",92,0.013
"94",93,0.009
"95",94,0.006
"96",95,0.012
"97",96,0.008
"98",97,0.012
"99",98,0.019
"100",99,0.015
"101",100,0.007
