krok,proc_chorych
0.0,0.057
1.0,0.047
2.0,0.039
3.0,0.037
4.0,0.049
5.0,0.048
6.0,0.038
7.0,0.035
8.0,0.038
9.0,0.037
10.0,0.036
11.0,0.035
12.0,0.035
13.0,0.043
14.0,0.033
15.0,0.027
16.0,0.032
17.0,0.014
18.0,0.01
19.0,0.012
20.0,0.013
21.0,0.021
22.0,0.028
23.0,0.038
24.0,0.022
25.0,0.019
26.0,0.013
27.0,0.009
28.0,0.013
29.0,0.024
30.0,0.015
31.0,0.014
32.0,0.021
33.0,0.011
34.0,0.008
35.0,0.008
36.0,0.013
37.0,0.013
38.0,0.011
39.0,0.014
40.0,0.015
41.0,0.016
42.0,0.016
43.0,0.013
44.0,0.018
45.0,0.019
46.0,0.017
47.0,0.015
48.0,0.016
49.0,0.018
50.0,0.018
51.0,0.013
52.0,0.01
53.0,0.01
54.0,0.016
55.0,0.01
56.0,0.007
57.0,0.004
58.0,0.005
59.0,0.005
60.0,0.004
61.0,0.005
62.0,0.006
63.0,0.007
64.0,0.002
65.0,0.002
66.0,0.001
67.0,0.002
68.0,0.001
69.0,0.001
70.0,0.001
71.0,0.002
72.0,0.002
73.0,0.0
74.0,0.0
75.0,0.0
76.0,0.0
77.0,0.0
78.0,0.0
79.0,0.0
80.0,0.0
81.0,0.0
82.0,0.0
83.0,0.0
84.0,0.0
85.0,0.0
86.0,0.0
87.0,0.0
88.0,0.0
89.0,0.0
90.0,0.0
91.0,0.0
92.0,0.0
93.0,0.0
94.0,0.0
95.0,0.0
96.0,0.0
97.0,0.0
98.0,0.0
99.0,0.0
100.0,0.0
