"","krok","proc_chorych"
"1",0,0.05
"2",1,0.038
"3",2,0.033
"4",3,0.041
"5",4,0.031
"6",5,0.031
"7",6,0.027
"8",7,0.035
"9",8,0.037
"10",9,0.028
"11",10,0.042
"12",11,0.031
"13",12,0.027
"14",13,0.023
"15",14,0.038
"16",15,0.029
"17",16,0.036
"18",17,0.034
"19",18,0.025
"20",19,0.036
"21",20,0.043
"22",21,0.029
"23",22,0.037
"24",23,0.04
"25",24,0.029
"26",25,0.037
"27",26,0.024
"28",27,0.028
"29",28,0.04
"30",29,0.036
"31",30,0.034
"32",31,0.031
"33",32,0.035
"34",33,0.029
"35",34,0.028
"36",35,0.027
"37",36,0.029
"38",37,0.03
"39",38,0.037
"40",39,0.033
"41",40,0.032
"42",41,0.037
"43",42,0.035
"44",43,0.034
"45",44,0.035
"46",45,0.038
"47",46,0.026
"48",47,0.028
"49",48,0.039
"50",49,0.028
"51",50,0.026
"52",51,0.032
"53",52,0.032
"54",53,0.033
"55",54,0.031
"56",55,0.039
"57",56,0.032
"58",57,0.039
"59",58,0.033
"60",59,0.03
"61",60,0.03
"62",61,0.036
"63",62,0.026
"64",63,0.029
"65",64,0.037
"66",65,0.038
"67",66,0.023
"68",67,0.029
"69",68,0.03
"70",69,0.032
"71",70,0.028
"72",71,0.04
"73",72,0.023
"74",73,0.027
"75",74,0.038
"76",75,0.027
"77",76,0.036
"78",77,0.025
"79",78,0.044
"80",79,0.028
"81",80,0.026
"82",81,0.025
"83",82,0.031
"84",83,0.029
"85",84,0.031
"86",85,0.031
"87",86,0.026
"88",87,0.034
"89",88,0.04
"90",89,0.038
"91",90,0.034
"92",91,0.027
"93",92,0.033
"94",93,0.035
"95",94,0.039
"96",95,0.035
"97",96,0.026
"98",97,0.034
"99",98,0.028
"100",99,0.035
"101",100,0.023
