krok,proc_chorych
0.0,0.054
1.0,0.052
2.0,0.061
3.0,0.053
4.0,0.055
5.0,0.051
6.0,0.044
7.0,0.047
8.0,0.043
9.0,0.042
10.0,0.04
11.0,0.04
12.0,0.032
13.0,0.033
14.0,0.026
15.0,0.022
16.0,0.02
17.0,0.013
18.0,0.008
19.0,0.013
20.0,0.008
21.0,0.011
22.0,0.013
23.0,0.013
24.0,0.007
25.0,0.008
26.0,0.009
27.0,0.01
28.0,0.007
29.0,0.007
30.0,0.008
31.0,0.006
32.0,0.005
33.0,0.008
34.0,0.009
35.0,0.014
36.0,0.012
37.0,0.009
38.0,0.011
39.0,0.016
40.0,0.008
41.0,0.01
42.0,0.017
43.0,0.021
44.0,0.019
45.0,0.022
46.0,0.024
47.0,0.03
48.0,0.027
49.0,0.019
50.0,0.019
51.0,0.013
52.0,0.014
53.0,0.013
54.0,0.012
55.0,0.008
56.0,0.004
57.0,0.001
58.0,0.001
59.0,0.0
60.0,0.0
61.0,0.0
62.0,0.0
63.0,0.0
64.0,0.0
65.0,0.0
66.0,0.0
67.0,0.0
68.0,0.0
69.0,0.0
70.0,0.0
71.0,0.0
72.0,0.0
73.0,0.0
74.0,0.0
75.0,0.0
76.0,0.0
77.0,0.0
78.0,0.0
79.0,0.0
80.0,0.0
81.0,0.0
82.0,0.0
83.0,0.0
84.0,0.0
85.0,0.0
86.0,0.0
87.0,0.0
88.0,0.0
89.0,0.0
90.0,0.0
91.0,0.0
92.0,0.0
93.0,0.0
94.0,0.0
95.0,0.0
96.0,0.0
97.0,0.0
98.0,0.0
99.0,0.0
100.0,0.0
