"","krok","proc_chorych"
"1",0,0.0498046875
"2",1,0.0498046875
"3",2,0.0498046875
"4",3,0.0498046875
"5",4,0.0498046875
"6",5,0.0498046875
"7",6,0.0498046875
"8",7,0.0498046875
"9",8,0.0498046875
"10",9,0.0498046875
"11",10,0.0498046875
"12",11,0.0498046875
"13",12,0.0498046875
"14",13,0.0498046875
"15",14,0.0498046875
"16",15,0.0498046875
"17",16,0.0498046875
"18",17,0.0498046875
"19",18,0.0498046875
"20",19,0.0498046875
"21",20,0.0498046875
"22",21,0.0498046875
"23",22,0.0498046875
"24",23,0.0498046875
"25",24,0.0498046875
"26",25,0.0498046875
"27",26,0.0498046875
"28",27,0.0498046875
"29",28,0.0498046875
"30",29,0.0498046875
"31",30,0.0498046875
"32",31,0.0498046875
"33",32,0.0498046875
"34",33,0.0498046875
"35",34,0.0498046875
"36",35,0.0498046875
"37",36,0.0498046875
"38",37,0.0498046875
"39",38,0.0498046875
"40",39,0.0498046875
"41",40,0.0498046875
"42",41,0.0498046875
"43",42,0.0498046875
"44",43,0.0498046875
"45",44,0.0498046875
"46",45,0.0498046875
"47",46,0.0498046875
"48",47,0.0498046875
"49",48,0.0498046875
"50",49,0.0498046875
"51",50,0.0498046875
"52",51,0.0498046875
"53",52,0.0498046875
"54",53,0.0498046875
"55",54,0.0498046875
"56",55,0.0498046875
"57",56,0.0498046875
"58",57,0.0498046875
"59",58,0.0498046875
"60",59,0.0498046875
"61",60,0.0498046875
"62",61,0.0498046875
"63",62,0.0498046875
"64",63,0.0498046875
"65",64,0.0498046875
"66",65,0.0498046875
"67",66,0.0498046875
"68",67,0.0498046875
"69",68,0.0498046875
"70",69,0.0498046875
"71",70,0.0498046875
"72",71,0.0498046875
"73",72,0.0498046875
"74",73,0.0498046875
"75",74,0.0498046875
"76",75,0.0498046875
"77",76,0.0498046875
"78",77,0.0498046875
"79",78,0.0498046875
"80",79,0.0498046875
"81",80,0.0498046875
"82",81,0.0498046875
"83",82,0.0498046875
"84",83,0.0498046875
"85",84,0.0498046875
"86",85,0.0498046875
"87",86,0.0498046875
"88",87,0.0498046875
"89",88,0.0498046875
"90",89,0.0498046875
"91",90,0.0498046875
"92",91,0.0498046875
"93",92,0.0498046875
"94",93,0.0498046875
"95",94,0.0498046875
"96",95,0.0498046875
"97",96,0.0498046875
"98",97,0.0498046875
"99",98,0.0498046875
"100",99,0.0498046875
"101",100,0.0498046875
