krok,proc_chorych
0.0,0.057
1.0,0.114
2.0,0.216
3.0,0.367
4.0,0.489
5.0,0.595
6.0,0.682
7.0,0.748
8.0,0.783
9.0,0.781
10.0,0.802
11.0,0.825
12.0,0.829
13.0,0.824
14.0,0.853
15.0,0.841
16.0,0.856
17.0,0.84
18.0,0.859
19.0,0.846
20.0,0.864
21.0,0.846
22.0,0.84
23.0,0.85
24.0,0.846
25.0,0.866
26.0,0.849
27.0,0.844
28.0,0.83
29.0,0.849
30.0,0.831
31.0,0.849
32.0,0.852
33.0,0.846
34.0,0.843
35.0,0.844
36.0,0.84
37.0,0.837
38.0,0.833
39.0,0.835
40.0,0.84
41.0,0.839
42.0,0.842
43.0,0.863
44.0,0.854
45.0,0.854
46.0,0.85
47.0,0.863
48.0,0.844
49.0,0.854
50.0,0.846
51.0,0.844
52.0,0.855
53.0,0.847
54.0,0.845
55.0,0.85
56.0,0.838
57.0,0.836
58.0,0.845
59.0,0.857
60.0,0.858
61.0,0.862
62.0,0.863
63.0,0.861
64.0,0.874
65.0,0.868
66.0,0.836
67.0,0.854
68.0,0.842
69.0,0.85
70.0,0.841
71.0,0.836
72.0,0.846
73.0,0.856
74.0,0.859
75.0,0.852
76.0,0.861
77.0,0.865
78.0,0.858
79.0,0.868
80.0,0.865
81.0,0.875
82.0,0.875
83.0,0.843
84.0,0.835
85.0,0.838
86.0,0.812
87.0,0.83
88.0,0.847
89.0,0.869
90.0,0.865
91.0,0.871
92.0,0.842
93.0,0.851
94.0,0.845
95.0,0.823
96.0,0.822
97.0,0.837
98.0,0.839
99.0,0.832
100.0,0.847
